n_updates,eplen,best_ext_ret,eprew,eprew_recent,recent_best_ext_ret,total_secs,tps,epcount,tcount,,,,
597,763.81,385.6,205.574,189.1146269,368.05,62357.69988,560.4971823,44000,152785161,,,,
598,797.77,385.6,149.6875,166.7858255,371.55,62808.37491,568.0368079,44321,153037956,,,,
599,788.8,385.6,186.6575,183.7481595,366.05,63275.18497,548.4029183,44647,153290787,,,,
600,791.98,385.6,181.769,163.6592879,359.35,63731.72708,560.7368775,44970,153547779,,,,
601,748.13,372.55,94.6845,136.7907895,372.55,466.2323322,549.0824665,153792940,266,,,,
602,755.75,372.55,126.206,116.5685984,366.9,921.5838265,562.2030524,154068357,637,,,,
603,737.32,372.55,122.0935,138.3155072,367.55,1378.65591,560.0867106,154320935,982,,,,
604,740.62,375.2,88.5815,128.5294798,375.2,1840.1395,554.732618,154574218,1328,,,,
605,735.08,375.2,119.063,130.9374648,373.9,2302.043922,554.2272128,154833294,1683,,,,
606,738.89,376.3,114.8205,137.8553521,376.3,2759.977304,559.0332787,155090666,2038,,,,
607,724.28,380.55,151.305,138.3306358,380.55,3216.71248,560.4998551,155343361,2384,,,,
608,741.19,380.55,103.32,130.8096045,364.85,3671.591756,562.7866854,155602359,2738,,,,
609,734.28,380.55,115.3335,132.3791785,369.05,4127.756592,561.2006444,155858480,3091,,,,
610,718.72,380.55,145.0985,140.9671388,369.75,4577.900934,568.7064704,156112235,3444,,,,
611,723.4,380.55,127.5565,140.8375,369.3,5033.93564,561.3607842,156366392,3796,,,,
612,731.38,380.55,121.3785,137.0078212,368.5,5485.130805,567.3819666,156627306,4154,,,,
613,718.87,380.55,152.4,158.236,373.8,5938.246616,564.9769738,156878334,4504,,,,
614,714.42,380.55,157.997,151.0378151,378.8,6409.089969,543.7052437,157134996,4861,,,,
615,710.83,380.55,165.8025,137.9598315,376.95,6876.115085,548.1503917,157393506,5217,,,,
616,711.49,380.55,175.3865,165.0031161,378.95,7347.727756,542.8183246,157645562,5570,,,,
617,715.31,380.55,158.4195,155.4095628,376.7,7818.636464,543.6297856,157909310,5936,,,,
618,718.6,380.55,148.5905,158.9789773,372.3,8288.797344,544.4944719,158161998,6288,,,,
619,735.45,380.55,147.003,136.2094752,365.85,8759.725767,543.6070272,158414030,6631,,,,
620,695.95,380.55,202.022,148.9806944,372.5,9232.414546,541.5825617,158673068,6991,,,,
621,718.8,380.8,154.367,147.5272989,380.8,9703.961236,542.8942787,158924965,7339,,,,
622,710.46,380.8,176.3215,143.0692521,372.45,10173.07794,545.7064279,159184870,7700,,,,
623,726.49,380.8,129.821,170.1575758,366.8,10645.82748,541.51295,159444221,8063,,,,
624,702.42,380.8,195.6405,179.5902778,377.2,11118.00778,542.1657822,159698286,8423,,,,
625,699.83,380.8,180.314,170.3784314,373.9,11587.57554,545.1822345,159951025,8780,,,,
626,713.08,380.8,142.9485,160.1929945,375,12056.74464,545.6454831,160209776,9144,,,,
627,710.48,380.8,164.2265,161.2052408,370.9,12526.17194,545.3453538,160462474,9497,,,,
628,715.35,380.8,150.9635,158.1184932,374.05,12991.05797,550.6726113,160722348,9862,,,,
629,712.71,380.8,151.85,157.1377778,368.75,13461.23217,544.479044,160978188,10222,,,,
630,722.45,380.8,152.662,152.829805,371.8,13925.78485,551.0677438,161234904,10581,,,,
631,700,380.8,182.9455,162.1216398,374.05,14400.19598,539.6163432,161497319,10953,,,,
632,719.1,380.8,150.5855,178.7450142,373.3,14865.29145,550.4246289,161743992,11304,,,,
633,685.23,380.8,214.2885,178.6605898,375,15334.74535,545.3144569,162005232,11677,,,,
634,697.08,380.8,195.3515,191.4256098,378.3,15805.50789,543.7985873,162262302,12046,,,,
635,704.93,380.8,191.9855,198.8534819,376.35,16266.30125,555.5635542,162512705,12405,,,,
636,719.02,380.8,150.758,168.6070248,376.45,16726.30447,556.5178446,162770134,12768,,,,
637,690.33,380.8,211.098,191.6211957,378.6,17193.38366,548.0869317,163027972,13136,,,,
638,696.57,380.8,188.769,182.4993132,373.7,17663.91614,544.0644577,163283903,13500,,,,
639,696.55,380.8,192.7535,180.170274,373.05,18134.10809,544.4584951,163541075,13865,,,,
640,713.38,380.8,149.0415,178.4955041,375.45,18592.83415,558.0672672,163798698,14232,,,,
641,685.49,380.8,207.275,190.5199721,371.7,19057.17589,551.3180921,164048960,14590,,,,
642,685,380.8,217.1735,219.4825737,376.05,19526.09,545.9422019,164305412,14963,,,,
643,712.09,380.8,175.5415,205.2139628,373.95,19990.20803,551.5838259,164565640,15339,,,,
644,713.39,380.8,160.5855,185.0085399,374,20447.63262,559.6550929,164821559,15702,,,,
645,692.02,380.8,192.2785,189.9149171,372.95,20916.25177,546.285817,165073538,16064,,,,
646,684.17,380.8,184.1325,211.501706,372.75,21384.65978,546.532082,165333066,16445,,,,
647,677.2,380.8,218.78,185.9157258,375.95,21839.01769,563.43247,165590639,16817,,,,
648,704.91,380.8,172.9955,181.8631215,375.35,22305.73975,548.5063178,165845130,17179,,,,
649,676.19,380.8,227.2595,210.1691176,374.6,22773.67072,547.0892472,166100651,17553,,,,
650,695.89,380.8,172.342,196.4960598,376.65,23235.70573,554.0705584,166354462,17921,,,,
651,683.79,380.8,204.9655,187.8854278,377.95,23704.89537,545.6215988,166613103,18295,,,,
652,682.45,380.8,179.431,184.947139,377.5,24172.20737,547.8138754,166866940,18662,,,,
653,681.7,380.8,195.912,186.2234332,375.2,24640.17331,547.0483605,167118996,19029,,,,
654,703.93,380.8,168.2525,183.8333333,374.05,25108.97321,546.0752054,167380492,19407,,,,
655,681.61,382.95,205.009,188.8209239,382.95,25576.58017,547.4683279,167634295,19775,,,,
656,692.96,382.95,189.223,170.5446866,380.05,26040.76201,551.5080073,167890377,20142,,,,
657,694.53,382.95,180.4085,190.6227642,372.2,26506.29066,549.9124478,168145131,20511,,,,
658,686.64,382.95,184.912,187.2490765,373.1,26973.55295,547.8721567,168405726,20890,,,,
659,695.44,382.95,155.032,181.2555707,381.6,27433.00582,557.1844609,168657040,21258,,,,
660,674.12,382.95,195.6655,188.2335561,377.6,27894.99381,554.1269597,168914713,21632,,,,
661,701.53,382.95,163.572,186.4582656,378.9,28357.39576,553.6308788,169169031,22001,,,,
662,662.6,382.95,238.6205,205.6023622,380.4,28821.68943,551.3751754,169429416,22382,,,,
663,665.14,382.95,207.5865,208.3522606,378.8,29281.09321,557.2439957,169682278,22758,,,,
664,670.62,382.95,211.7415,189.062987,376.85,29738.3941,559.8064741,169944146,23143,,,,
665,684.11,382.95,188.344,200.0748626,373.95,30196.3929,558.9534356,170193418,23507,,,,
666,683.57,382.95,195.407,189.255277,378.7,30663.94532,547.532188,170455754,23886,,,,
667,669.82,382.95,210.643,209.4386179,380,31125.82658,554.2550021,170705520,24255,,,,
668,668.46,382.95,215.395,214.0296791,375.15,31586.35585,555.8821554,170959780,24629,,,,
669,666.23,382.95,225.7605,231.4701571,377.25,32049.71679,552.4850591,171216370,25011,,,,
670,662.54,382.95,209.802,213.681201,375.6,32504.39765,563.0322822,171473930,25394,,,,
671,667.07,385.25,240.528,229.2636598,385.25,32960.65038,561.0925332,171733473,25782,,,,
672,678.73,385.25,213.5845,222.779712,377.1,33420.77864,556.3666117,171988488,26164,,,,
673,677.04,385.25,218.4015,213.6270053,374.3,33874.0512,564.7815875,172241663,26538,,,,
674,651.38,385.25,263.742,225.2889896,377.15,34340.80879,548.4645705,172501660,26924,,,,
675,658.67,385.25,230.002,228.0083551,376.45,34798.64688,559.1496348,172755841,27307,,,,
676,674.97,385.25,214.8555,212.7342593,374.45,35257.49242,557.9219525,173013636,27685,,,,
677,679.94,385.25,214.303,214.5930079,378.5,35714.89595,559.6808585,173269048,28064,,,,
678,675.25,385.25,209.0335,217.9233161,378.5,36169.79988,562.7561849,173526252,28450,,,,
679,651.11,385.25,239.7995,232.0430481,376.3,36624.65848,562.812264,173774261,28824,,,,
680,679.61,385.25,196.042,208.1135101,380,37076.29714,566.8248189,174039208,29220,,,,
681,663.12,385.25,222.972,222.9751309,380.55,37533.74656,559.624711,174292799,29602,,,,
682,677.57,385.25,213.34,213.7305913,380.5,37997.12851,552.4600175,174553124,29991,,,,
683,686.29,385.25,210.9565,216.8162198,379.2,38459.74428,553.374993,174804736,30364,,,,
684,671.05,385.25,205.248,214.6016796,384.4,38909.45537,569.2543642,175061760,30751,,,,
685,652.09,385.25,243.7915,228.1681347,380.75,39380.91299,542.9968455,175317078,31137,,,,
686,674.8,385.25,206.767,231.3803665,377.9,39838.48173,559.4787848,175568698,31519,,,,
687,668.93,385.25,205.4625,225.6271208,379.4,40293.94339,562.0670685,175828089,31908,,,,
688,683.05,385.25,181.6645,200.8701571,381.9,40754.916,555.3475246,176084728,32290,,,,
689,651.71,385.25,238.6135,206.5492126,383.4,41214.55828,556.9548617,176339283,32671,,,,
690,668.85,385.25,213.322,212.0208333,383.35,41676.20498,554.5366141,176595260,33055,,,,
691,667.65,385.25,228.682,204.9849206,380.5,42131.74167,561.9744951,176850294,33433,,,,
692,675.03,385.25,220.5275,216.8956072,381.05,42580.91927,569.9304662,177108958,33820,,,,
693,661.9,385.25,205.488,200.4496063,381.95,43032.17561,567.3050413,177364639,34201,,,,
694,656.57,385.25,225.8985,228.0012658,377.6,43490.78804,558.2055502,177621768,34596,,,,
695,671.83,385.25,211.2905,224.8722368,383.5,43950.46811,556.9090709,177875188,34976,,,,
696,644.81,385.25,226.2495,225.7587121,377.75,44406.46069,561.4126359,178134250,35372,,,,
697,675.16,385.25,184.9655,199.2502653,385.15,44873.62639,547.985437,178387058,35749,,,,
698,653.29,385.25,240.1135,228.7327806,378.8,45329.69633,561.317413,178645558,36141,,,,
699,655.91,385.25,230.391,223.7709302,381.35,45791.45389,554.4034888,178899607,36528,,,,
700,658.52,385.25,220.1085,239.9483627,379.1,46254.76169,552.5484305,179159635,36925,,,,
701,651.24,385.25,249.762,241.3347607,380.3,46717.06882,553.7444364,179416607,37322,,,,
702,632.22,388,273.4515,242.1177083,388,47177.71634,555.7394587,179666131,37706,,,,
703,648.86,388,242.152,230.7507634,382.5,47640.93967,552.649194,179922010,38099,,,,
704,649.16,388,219.612,231.8408521,380.65,48111.61122,543.9037047,180181716,38498,,,,
705,649.63,388,226.3695,234.3095361,377.9,48576.78519,550.3317331,180432944,38886,,,,
706,643.48,388,276.519,235.0007614,384,49038.47628,554.4832982,180691441,39280,,,,
707,667.26,388,218.8375,239.3285354,385.2,49496.68472,558.6977082,180951052,39676,,,,
708,643.38,388,235.1415,234.8578086,383.85,49966.52311,544.8682042,181209386,40073,,,,
709,655.83,388,215.6715,234.3611538,383.75,50428.24,554.4523103,181464080,40463,,,,
710,652.36,388,231.335,234.3357881,378.6,50896.46741,546.7428754,181717139,40850,,,,
711,643.75,388,233.0195,235.5227041,382.4,51359.81818,552.4971937,181972086,41242,,,,
712,647.13,388,238.115,240.7680451,378.65,51821.47192,554.528162,182229659,41641,,,,
713,655.56,388,228.536,244.4777078,384.05,52290.75044,545.5182638,182485138,42038,,,,
714,653.11,388,263.2335,242.2187342,384.8,52755.57657,550.7435548,182742822,42433,,,,
715,651.99,388,232.91,230.3253846,381.2,53221.49957,549.44702,182996095,42823,,,,
716,646.86,388,230.6395,236.8166237,386.45,53682.6408,555.1444561,183248418,43211,,,,
717,637.28,388,238.593,232.4738636,382.8,54145.46078,553.13083,183503506,43607,,,,
718,642.42,388,243.491,247.2957002,380.1,54609.51979,551.6539877,183766032,44014,,,,
719,644.24,388,264.3665,251.2158291,379,55076.21743,548.5350118,184023699,44412,,,,
720,642.52,388,237.945,241.1957692,382,55539.11194,553.0417781,184278933,44802,,,,
721,664.05,388,218.4365,234.1813472,379.25,56004.47629,550.106602,184532445,45188,,,,
722,644.56,388,245.8175,247.1017456,384.3,56479.823,538.5542638,184791713,45589,,,,
723,642.17,388,248.9065,247.958625,381.95,56955.70521,537.9482491,185048434,45989,,,,
724,622.3,388,264.7235,256.3440355,379.35,57416.5954,555.4468364,185298653,46383,,,,
725,619.36,388,266.703,262.5693267,384.8,57873.52972,560.2555799,185553750,46784,,,,
726,628.31,388,257.8315,252.235199,379.5,58336.36167,553.1165226,185807726,47186,,,,
727,647.6,388,242.6155,256.2064634,380.95,58808.40655,542.32131,186070137,47596,,,,
728,637.4,388,239.1525,264.0612069,382.55,59280.64083,542.1038116,186326881,48002,,,,
729,650.72,388,261.7955,255.2195332,381.55,59749.65151,545.829788,186588655,48409,,,,
730,644.53,388,244.6395,254.272093,385.1,60215.18056,549.911975,186835140,48796,,,,
731,644.24,388,224.9825,239.7868354,378.9,60679.82494,550.9589915,187091816,49191,,,,
732,618.33,388,273.196,254.5234793,380.75,61143.02655,552.6751077,187349670,49602,,,,
733,623.41,388,279.32,254.9508578,382.1,61610.8845,547.1746294,187607015,50010,,,,
734,630.46,388,260.249,253.4083127,381.85,62078.21136,547.7964671,187862110,50413,,,,
735,621.73,388,259.855,255.3078692,386.9,62547.12649,545.9410105,188122238,50826,,,,
736,636.99,388,244.056,259.2577215,386.65,63019.53623,541.9024513,188370324,51221,,,,
737,625.57,388,270.2665,252.5270171,384.7,63488.18886,546.2468091,188629479,51630,,,,
738,620.39,388,258.0225,268.5591241,382.2,63953.52006,550.1457879,188885925,52041,,,,
739,636.38,388,247.5375,264.2242718,383.35,64417.05836,552.273666,189145334,52453,,,,
740,620.95,388,261.985,267.4483911,384.95,64882.42669,550.1019022,189396993,52857,,,,
741,638.39,388,246.651,255.2849148,380.1,65348.81533,548.8984481,189656708,53268,,,,
742,645.95,388,224.6175,260.2910354,380.6,65819.9313,543.3906225,189905761,53664,,,,
743,625.73,388,260.681,258.5160287,386.2,66286.65259,548.5072237,190168823,54082,,,,
744,623.13,388,270.479,261.7471106,383.3,66746.7476,556.4068105,190417039,54480,,,,
745,616.17,388,271.189,276.7261176,383.15,67213.93545,547.9594554,190679025,54905,,,,
746,616.85,388,279.5705,270.4811576,384.2,67679.26077,550.1527447,190933444,55311,,,,
747,621.62,388,261.7275,260.0240338,381.7,68145.5076,549.0653958,191190724,55725,,,,
748,612.44,388,286.7535,284.5652745,385.85,68610.73893,550.2638879,191446969,56144,,,,
749,637.16,388,250.1965,260.303912,381.8,69073.73603,552.9192327,191703834,56553,,,,
750,637.73,388,251.829,250.4157107,383.05,69536.53027,553.1615962,191958274,56954,,,,
751,606.55,388,276.9535,262.7174334,385.45,70001.24413,550.8766079,192214023,57367,,,,
752,612.98,388,284.338,266.8335351,385,70462.78516,554.6635886,192470507,57780,,,,
753,612.22,388,279.874,272.4455206,381.8,70930.45038,547.4001166,192727402,58193,,,,
754,627.97,388,267.1335,277.6267554,386.45,71386.72698,561.0631848,192982054,58606,,,,
755,601.7,388,298.601,274.056988,383,71853.85101,548.0343249,193237234,59021,,,,
756,599.07,388,282.8435,274.3786925,382.7,72315.65867,554.3433373,193491550,59434,,,,
757,614.86,388,259.278,267.324399,381.8,72774.37704,558.0766259,193750513,59850,,,,
758,621.85,388,263.103,266.9276978,385,73234.64854,556.1934593,194008129,60267,,,,
759,606.78,390.75,280.5365,280.75,390.75,73700.43938,549.6029049,194261174,60680,,,,
760,602.7,390.75,287.037,278.3342353,384.35,74168.1688,547.324999,194521104,61105,,,,
761,602.84,390.75,290.6135,265.0025735,383.9,74629.27425,555.1875285,194773631,61513,,,,
762,621.87,390.75,259.198,275.0473366,383.95,75104.07292,539.1759019,195027489,61926,,,,
763,607.78,390.75,255.2565,259.7994118,383,75570.03868,549.3965881,195289230,62351,,,,
764,626.27,390.75,255.283,277.5016627,383.85,76029.1515,557.5971609,195545720,62772,,,,
765,631.94,390.75,249.552,256.0644391,381.35,76493.22605,551.635499,195805939,63191,,,,
766,631.11,390.75,255.9675,273.5078164,385.1,76952.51265,557.3861751,196055489,63594,,,,
767,606.21,390.75,262.925,271.2865385,386.45,77407.77946,562.3076327,196308920,64010,,,,
768,591.16,390.75,296.1955,282.1911215,379.3,77866.66583,557.8723094,196569648,64438,,,,
769,619.86,390.75,256.4315,245.2434406,382.95,78320.24462,564.4002807,196824206,64842,,,,
770,584.05,390.75,302.013,280.2734266,382.95,78777.39158,559.9949755,197080856,65271,,,,
771,626.23,390.75,253.68,266.0243873,388.25,79234.02297,560.6272486,197331918,65679,,,,
772,608.21,390.75,265.2945,257.3096154,388.35,79697.87893,551.8954729,197588959,66095,,,,
773,612.45,390.75,253.694,264.9203488,388.6,80161.6571,551.9880307,197850186,66525,,,,
774,590.2,390.75,280.105,280.6114014,382.9,80625.58439,551.810607,198103564,66946,,,,
775,624.17,390.75,263.4725,272.2523981,383.1,81085.0178,557.2080577,198359302,67363,,,,
776,606.46,390.75,275.88,260.302524,385.1,81543.09612,558.8564028,198616500,67779,,,,
777,588.52,390.75,298.1225,265.4161871,387.25,82001.54496,558.4047315,198869795,68196,,,,
778,612.64,390.75,268.4475,269.7680751,385.1,82466.35287,550.7651515,199128479,68622,,,,
779,607.57,390.75,262.9045,269.2891253,383.4,82919.93947,564.3905685,199383227,69045,,,,
780,598.7,390.75,276.146,277.5268779,384.6,83387.13935,547.945343,199638946,69471,,,,
781,609.9,393.75,281.3295,281.5660047,393.75,83846.49634,557.3007696,199895872,69899,,,,
782,604.84,393.75,258.648,264.3350711,384.5,84311.74196,550.2469834,200153418,70321,,,,
783,588.9,393.75,295.4025,277.5341289,387.55,84778.36058,548.6279147,200405723,70740,,,,
784,597.62,393.75,278.2755,278.6138249,383.5,85241.09507,553.2330178,200664593,71174,,,,
785,597.79,393.75,278.199,280.6058333,386.15,85713.92134,541.4250727,200918924,71594,,,,
786,580.69,393.75,291.25,270.8277518,384.5,86169.78879,561.5667546,201176010,72021,,,,
787,622.8,393.75,246.293,266.4330935,386.95,86629.59833,556.7522521,201429251,72438,,,,
788,611.99,393.75,257.001,252.9167064,380.85,87090.36655,555.5938701,201687486,72857,,,,
789,622.34,393.75,274.003,250.1904523,382.25,87559.88881,545.2350649,201936784,73255,,,,
790,617.67,393.75,247.7705,254.462761,385.85,88033.45606,540.5779273,202201149,73686,,,,
791,605.59,393.75,288.798,268.8309639,384.9,88493.67571,556.2561248,202454787,74101,,,,
792,624.27,393.75,251.606,233.6014563,383.9,88961.28516,547.4654126,202711487,74513,,,,
793,633.94,393.75,241.574,230.45675,388.4,89424.23046,552.9810958,202965935,74913,,,,
794,630.32,393.75,238.0775,238.9209559,385.2,89892.51465,546.6765874,203222562,75321,,,,
795,602.8,393.75,268.4005,247.5291768,381.8,90346.18871,564.2817628,203479145,75734,,,,
796,603.21,393.75,279.818,247.2134146,385.75,90801.10157,562.7451333,203733112,76144,,,,
797,627.9,393.75,242.887,243.9503589,386.35,91260.81375,556.8701708,203993004,76562,,,,
798,602.76,393.75,280.7505,252.1115854,388.75,91722.25825,554.7796195,204246431,76972,,,,
799,622.37,393.75,241.884,243.8178313,385.8,92179.05853,560.419971,204504671,77387,,,,
800,614.31,393.75,245.73,242.8410319,388.5,92633.98462,562.7287626,204755938,77794,,,,
801,615.11,393.75,254.9545,260.3103972,383.05,93087.6496,564.2930701,205017517,78222,,,,
802,612.63,393.75,258.2705,267.6291274,386.65,93545.57607,559.0417058,205275573,78646,,,,
803,606.47,393.75,254.9565,281.0731935,385.55,94001.64774,561.3152968,205530556,79075,,,,
804,616.73,393.75,234.1115,260.2676683,383.75,94456.56038,562.7454037,205784457,79491,,,,
805,602.62,393.75,271.728,265.8417647,384.55,94913.02654,560.8301825,206039640,79916,,,,
806,615.91,393.75,253.616,267.1068396,385.25,95382.7028,545.0562938,206295977,80340,,,,
807,600.44,393.75,284.854,273.2323598,382.6,95851.1741,546.458239,206553025,80768,,,,
808,602.58,393.75,268.9595,269.8897647,386.2,96315.16749,551.7319888,206807711,81193,,,,
809,593.12,393.75,276.794,279.3963615,388.75,96783.10501,547.0815883,207061389,81619,,,,
810,593.92,393.75,275.045,281.9893271,385.1,97246.3771,552.5910328,207317343,82050,,,,
811,583.44,393.75,289.4275,283.4953409,384.1,97711.99278,549.8096541,207577857,82490,,,,
812,602.49,393.75,272.166,284.2462329,385.65,98187.33047,538.5644908,207833238,82928,,,,
813,588.9,393.75,311.7215,289.7503488,390.15,98659.11258,542.623369,208088576,83358,,,,
814,542.72,393.75,338.081,312.0415217,387.65,99130.28085,543.3303096,208348211,83818,,,,
815,577.82,393.75,292.2,281.3577103,389.45,99599.58172,545.4922828,208598606,84246,,,,
816,597.89,393.75,263.9105,288.9884091,386.2,100065.1694,549.8427113,208853156,84686,,,,
817,580.64,393.75,295.4515,297.4605791,384.6,100522.7968,559.407047,209113437,85135,,,,
818,582.25,393.75,290.933,293.7277027,388.85,100979.2584,560.8358019,209370067,85579,,,,
819,575.32,393.75,315.924,300.1298876,384.9,101445.6204,548.929853,209624960,86024,,,,
820,568.51,393.75,297.485,310.2267742,388.55,101905.9561,556.1158744,209884288,86489,,,,
821,554.54,393.75,312.3725,301.6273942,388.1,102370.8198,550.6990579,210138496,86938,,,,
822,558.33,393.75,318.5495,302.2465324,385.2,102830.7337,556.6259193,210393746,87385,,,,
823,533.05,393.75,335.787,317.1454644,387.9,103287.9511,559.908663,210651502,87848,,,,
824,561.33,393.75,310.8035,303.2174888,386.75,103743.0863,562.4702855,210905320,88294,,,,
825,571.07,393.75,283.7615,298.8562227,385.5,104209.7852,548.5334576,211163994,88752,,,,
826,539.41,393.75,329.7545,315.0341253,388.95,104679.8625,544.591343,211420936,89215,,,,
827,555.92,393.75,310.006,296.3888274,385.6,105143.8702,551.7149469,211676639,89667,,,,
828,571.98,393.75,286.8095,306.2462054,388.4,105607.1193,552.6184975,211929550,90115,,,,
829,559.1,393.75,319.965,317.0363537,386.85,106074.677,547.5259853,212185084,90573,,,,
830,571.02,393.75,287.569,301.1048035,387.65,106542.4198,547.3093196,212446775,91031,,,,
831,568.06,393.75,292.3505,308.3474099,385.65,107003.751,554.9158779,212697853,91475,,,,
832,563.21,393.75,313.9285,307.4741866,390.65,107461.8223,558.8648993,212956599,91936,,,,
833,565.24,393.75,301.035,306.5174725,388.65,107924.7194,553.0387781,213213235,92391,,,,
834,538.01,393.75,328.1885,325.8697826,385.15,108393.8198,545.7252959,213467456,92851,,,,
835,558.32,393.75,313.8745,313.0723176,386.9,108856.3039,553.5325518,213726971,93317,,,,
836,534.89,393.75,341.097,329.7722462,385.6,109327.3708,543.4472641,213978948,93780,,,,
837,562.45,393.75,309.988,317.8708061,385.85,109790.4278,552.8476997,214234600,94239,,,,
838,554.02,393.75,309.4055,314.5881156,387.35,110260.9465,544.0803973,214494193,94706,,,,
839,553.87,393.75,303.2905,314.7800661,386.65,110729.5432,546.312029,214746019,95160,,,,
840,549.45,393.75,325.8575,318.2742981,384.65,111192.2371,553.281535,215001634,95623,,,,
841,546,393.75,333.0755,327.8706383,385.8,111653.3348,555.196831,215257795,96093,,,,
842,537.04,393.75,330.066,329.6347368,389.5,112119.9742,548.6035149,215518085,96568,,,,
843,577.31,393.75,305.21,320.2721258,387.6,112588.6549,546.2140439,215773256,97029,,,,
844,564.79,393.75,308.713,317.0224622,385.05,113047.5887,557.8146896,216029005,97492,,,,
845,537.2,393.75,338.7065,314.9386463,391.25,113504.192,560.6617408,216285446,97950,,,,
846,544.37,393.75,334.7835,317.7451754,388.25,113965.1878,555.3196498,216539696,98406,,,,
847,546.77,393.75,339.2755,319.3042918,386.35,114425.7747,555.8126025,216797919,98872,,,,
848,558.7,393.75,313.5715,321.6492291,393.7,114885.3221,557.0698463,217048332,99326,,,,
849,532.37,393.75,319.5535,317.864862,389.55,115350.3746,550.4754458,217306947,99797,,,,
850,568.25,393.75,307.721,323.7647436,386.25,115797.1714,572.9674481,217564282,100265,,,,
851,533.13,393.75,319.31,327.0371308,387.85,116258.7528,554.6150238,217818468,100739,,,,
852,560.61,393.75,310.938,319.6787716,386.95,116727.86,545.7175118,218074374,101203,,,,
853,542.36,393.75,320.3125,319.5359705,390.9,117195.047,547.9604017,218332272,101677,,,,
854,552.68,393.75,305.727,325.3053911,389.95,117651.3356,561.0484453,218588040,102150,,,,
855,547.67,393.75,330.0525,320.0352814,390.75,118114.9575,552.1740667,218840672,102612,,,,
856,543.92,393.75,332.048,310.1931435,391.55,118581.6417,548.5507921,219102439,103086,,,,
857,532.49,393.75,339.575,327.4073375,389.1,119052.2096,544.0235569,219358596,103563,,,,
858,562.68,393.75,304.4905,317.1801282,386.5,119522.7892,544.0099227,219614157,104031,,,,
859,537.39,393.75,322.8035,331.8590147,387.35,120004.3747,531.5775047,219868587,104508,,,,
860,533.35,393.75,323.92,319.2212607,390.55,120473.9314,545.1950492,220122636,104976,,,,
861,517.7,393.75,338.1795,323.3217391,389.9,120940.1072,549.1491023,220381343,105459,,,,
862,537.77,393.75,340.9965,331.0844211,388.45,121405.4951,550.0787771,220636998,105934,,,,
863,555.13,393.75,302.281,312.6907527,387.1,121871.8239,548.9688636,220892132,106399,,,,
864,551.52,393.75,305.3785,317.9218415,389.1,122345.6513,540.2811042,221146902,106866,,,,
865,534.68,393.75,331.469,324.0808333,386.5,122810.7832,550.381495,221403964,107346,,,,
866,555.55,393.75,309.235,318.624,386.35,123271.1585,556.0680628,221660769,107821,,,,
867,533.26,393.75,326.457,317.8255274,387.75,123737.455,549.0069548,221916481,108295,,,,
868,516.99,393.75,338.872,321.6533049,387.25,124200.2837,553.1203306,222169430,108764,,,,
869,532.06,393.75,331.656,328.3962963,388.85,124660.3382,556.455914,222430709,109250,,,,
870,536.17,393.75,329.838,324.8578947,388,125123.4681,552.7606566,222685087,109725,,,,
871,546.51,393.75,316.9205,321.5287393,392.9,125586.0155,553.4568048,222938908,110193,,,,
872,514.13,393.75,350.8825,327.9465979,391.35,126053.2354,547.9218687,223199002,110678,,,,
873,527.67,393.75,332.1175,333.6913043,389.9,126517.6797,551.1963398,223455246,111161,,,,
874,542.11,393.75,316.604,320.2987207,389.85,126985.7276,546.9525735,223708004,111630,,,,
875,532.56,393.75,328.586,323.0556133,391.55,127446.2227,555.9233359,223963715,112111,,,,
876,518.83,393.75,334.8165,321.5863158,387.95,127901.5725,562.2052142,224217521,112586,,,,
877,548.3,393.75,307.4775,326.3972222,389.85,128369.7363,546.8171696,224476062,113072,,,,
878,549.53,393.75,297.392,315.6296375,389,128831.5008,554.3950819,224728887,113541,,,,
879,559.36,393.75,306.226,317.3933544,387.6,129300.7798,545.5177064,224985945,114015,,,,
880,542.48,393.75,311.992,314.9677149,389.6,129764.2381,552.3690724,225242350,114492,,,,
881,533.86,393.75,326.336,318.3689507,387.6,130230.9328,548.5384552,225494458,114959,,,,
882,557.33,393.75,298.4395,299.6310381,389,130693.3854,553.5702204,225754285,115431,,,,
883,537.19,396.75,315.4585,316.772833,396.75,131150.5993,559.9130169,226009812,115904,,,,
884,563.62,396.75,294.171,313.4376333,387.45,131612.6953,553.9973412,226262856,116373,,,,
885,540.21,396.75,322.5375,313.824538,388.4,132077.9342,550.2549528,226524802,116860,,,,
886,539.79,396.75,313.425,323.5669149,389.55,132557.5114,533.8035506,226775475,117330,,,,
887,560.09,396.75,311.25,308.215625,390.15,133032.0319,539.4920102,227039130,117810,,,,
888,520.92,396.75,328.1225,323.5493711,391.7,133488.1007,561.3188435,227290532,118287,,,,
889,541.04,396.75,322.0905,322.9579281,387.1,133946.3783,558.6133113,227544427,118760,,,,
890,524.25,396.75,309.297,324.5411224,392.55,134402.9298,560.7253727,227801729,119250,,,,
891,517.54,396.75,334.83,333.7392786,387.9,134853.3268,568.3874941,228062314,119749,,,,
892,538.91,396.75,295.8855,322.4486258,390.9,135317.9942,550.9316021,228313729,120222,,,,
893,503.86,396.75,344.4895,324.205746,389.5,135781.957,551.7683955,228573484,120718,,,,
894,525.82,396.75,338.099,331.4721881,389.1,136243.8992,554.1818594,228827719,121207,,,,
